Name,Bottle Size,Original Price,Discounted Price,Img link
SBL FP-Tabs Tablet,bottle of 450 gm Tablet,₹825,₹710,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/kn1rglmbzjhhaqypwwls/sbl-medorrhinum-dilution-1000-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/safbnqz9od7uootfk9p3/sbl-utrofyne-syrup.jpg"
Lord's Vitamin E-Glow Tablet,box of 30 tablets,₹255,₹219,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
SBL Calcarea Fluorica Biochemic Tablet 200X,bottle of 25 gm Biochemic Tablet,₹115,₹110,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/l7m9uvgbosaucqznqzyx/dr-willmar-schwabe-india-alpha-nc-tablet.png"
SBL Asafoetida Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹65,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/ypstd30ydiudkwcuryha/dr-willmar-schwabe-india-hertone-syrup-sugar-free.png"
Medisynth Jondila Forte Syrup,bottle of 200 ml Syrup,₹170,₹146,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/md6r8i2xpjychxfy2si6/dr-willmar-schwabe-india-bio-combination-28-bc-28-tablet.jpg"
Hapdco Rheumacon Pain Relief Oil,bottle of 30 ml Oil,₹110,₹97,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Dr. Reckeweg Diabetic Care Combo (R40 + Syzygium Jamb Mother Tincture),packet of 1 Kit,₹525,₹499,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/zf0uqgfmsvgdnq7xqbke/ldd-bioscience-ashwagandha-mother-tincture-q.jpg"
Bakson's Under Eye Cream,jar of 50 gm Cream,₹185,₹141,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/rayazjgha4eexdf7sv7d/bakson-s-homoeopathic-formula-p-tablet.jpg"
SBL Berberis Vulgaris Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/p5r252ckbuo1bvmkjtt4/hapdco-calendula-plus-cream.jpg"
Dr. Reckeweg Ipecacuanha Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
ADEL 87 Apo-Infekt Drop,bottle of 20 ml Drop,₹295,₹265,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/tadtealtxc5lscd7gjnr/sbl-mezereum-dilution-30-ch.jpg"
SBL Folliculinum Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cn8c1oxkpkaqkk4ofibz/lord-s-sleepin-drop.jpg"
Dr. Reckeweg R35 Teething Aches Drop,bottle of 22 ml Drop,₹270,₹252,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/ipto79exsvbc4qth8eap/st.-george-s-nigella-sativa-mother-tincture-q.png"
Dr. Reckeweg Phosphorus Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹116,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
Dr Willmar Schwabe India Graphites Pentarkan Ptk 50 Tablet,bottle of 20 gm Tablet,₹185,₹159,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/naq6kppvu2he9shu9b92/adel-33-apo-oedem-drop.jpg"
Bakson B63 Kidney Drop,bottle of 30 ml Drop,₹175,₹151,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/34b8b8ea9d7e4b129b11a3d389894582/sbl-tranquil-tablet.jpg"
Allen A75 Allergy Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/wojnxnyh8nwbo0sbru42/sbl-bio-combination-8-tablet.jpg"
Rxhomeo Pulsatilla Pellets 200C,bottle of 750 pellets,₹95,₹90,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
SBL Ferrum Metallicum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹82,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/wklqmkjuayv7jg0mzfej/dr.-reckeweg-caladium-seg-dilution-cm-ch.jpg"
Dr. Reckeweg Bio-Combination 27 (BC 27) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹180,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/cfml3kulvnlge9n6lqzd/natel-neutratec-india-anbuta-plus-drop.png"
Allen A78 Chronic Anxiety Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/zs4tppad5lsjcqm2k7a3/sbl-carbo-vegetabilis-dilution-6-ch.jpg"
Allen A29 Sciatica Relief Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/udpudndntjvwpq2a2edd/bjain-phytolacca-berry-mother-tincture-q.jpg"
SBL Orthomuv Syrup,bottle of 180 ml Syrup,₹175,₹151,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/lhqbqstxp3fyqvfk3usu/haslab-nervocalm-sleep-stimulator-drop.jpg"
SBL Hyoscyamus Niger Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹96,"https://onemg.gumlet.io/images/f_auto,h_150,w_150,q_auto,c_fit/cropped/tp7lsanptn5k0iulvfwt/allen-a71-u.t.i.-urinary-tract-infections-drop.jpg"
SBL Plumbum Metallicum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/tp7lsanptn5k0iulvfwt/allen-a71-u.t.i.-urinary-tract-infections-drop.jpg"
SBL Borax Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹96,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/zjoyrbgjraqhezbfsljm/adel-aalserum.-mother-tincture-q.jpg"
Dr Willmar Schwabe India Topi Cardiospermum Cream,tube of 25 gm Cream,₹80,₹73,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Haslab Jaborand Hair Lotion,bottle of 25 ml Lotion,₹125,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/vs93q13ymqwuepqpicqk/dr.-reckeweg-apis-mell-dilution-30-ch.jpg"
Dr Willmar Schwabe India Kindival Tablet,bottle of 10 gm Tablet,₹120,₹109,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tek9kmcv7bnjaxhr3yfv/sbl-bio-combination-18-tablet.jpg"
Dr. Reckeweg Hamamelis Virg Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹259,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/gtymxrktguexoehzis5e/adel-34-ailgeno-drop.jpg"
SBL Curoplus Gel,tube of 25 gm Gel,₹115,₹100,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/avkzmtdeezq5liak60or/bjain-omeo-ear-drop.png"
Natel Neutratec India Anbuta Plus Drop,bottle of 50 ml Drop,₹495,₹460,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/nizf1dwzxdcywd6s4p0b/adel-40-verintex-drop.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/xobvresbqrdh9gu9xw6j/sbl-agaricus-muscarius-dilution-30-ch.jpg"
Bakson's Cineraria Maritima Eye Drop,bottle of 10 ml Eye Drop,₹130,₹116,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/jhlqynu7koofhtacl8we/sbl-insulinum-dilution-30-ch.jpg"
Rxhomeo Arnica Montana 30C Pellets,bottle of 250 pellets,₹40,₹38,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Wheezal Baby Bliss Syrup,bottle of 150 ml Syrup,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/bpdpwkbrtuojlmf7i0sj/sbl-hair-colour-12-sachets-dark-brown.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ab89ocv5xc1gvaro0l39/sbl-coca-dilution-homeopathic-medicine-30-ch.jpg"
Allen's Thyrol Drop,bottle of 30 ml Drop,₹140,₹123,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/vmrfbmxqywclcmms78u9/allen-a19-joint-pains-drop.jpg"
SBL Arnica Act Spray,bottle of 50 ml Spray,₹110,₹93,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Lord's Five Phos Biocombination Tablet 6X,bottle of 450 gm Biocombination Tablet,₹715,₹615,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gzml1nshfmgunq1zyx36/dr.-reckeweg-podophyllum-peltatum-dilution-30-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/crcekhltjvkf9rcdh296/allen-a05-cold-sinus-drop.jpg"
Dr. Reckeweg Ignatia Amara Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹156,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/sctddpzulg5j26fwqhpx/sbl-lycopodium-clavatum-dilution-1000-ch.jpg"
Bakson's Gastro Aid Syrup,bottle of 450 ml Syrup,₹275,₹245,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Aloe Socotrina Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹105,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/pzzwpvgyjb3qctkwiqcq/bakson-s-hair-aid-drop-dual-pack-30ml-each.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ytvpqc0n5cns3xbga0q8/bakson-s-biocombination-6-tablet.jpg"
Dr. Reckeweg Lachesis Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹138,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/yc6yen12ynonrhadfc9z/sbl-sabina-mother-tincture-q.jpg"
ADEL Syzygium Jambolanum Mother Tincture Q,bottle of 20 ml Mother Tincture,₹270,₹253,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
Dr Willmar Schwabe Germany Alfalfa Tonic,bottle of 500 ml Tonic,₹1850,₹1655,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/gqcs0dncm7ppuydieeob/dr.-reckeweg-pothos-foetida-mother-tincture-q.jpg"
REPL Vigoura 5000 Drop,bottle of 30 ml Drop,₹349,₹341,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/abn6vmnplcaeh7eksxmq/similia-thuja-dilution-1m.jpg"
ADEL 57 Specl-Chol Digestion Drop,bottle of 20 ml Drop,₹295,₹269,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/fxvhqlwktddywjysdxlt/sbl-hypericum-perforatum-mother-tincture-q.jpg"
SBL Aletris Farinosa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹520,₹505,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
New Life NL 12 Low Blood Pressure Drop,bottle of 30 ml Drop,₹150,₹131,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/zkg4rzruvphfbqwy20nz/dr.-reckeweg-ledum-pal-dilution-30-ch.jpg"
Dr Willmar Schwabe India Plantago Major Mother Tincture Q,bottle of 30 ml Mother Tincture,₹110,₹95,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/xo6qfzeiwbw7fzmnrvg3/new-life-bach-flower-larch-30.jpg"
Medisynth Soriafit Cream,tube of 20 gm Cream,₹100,₹88,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/rmxftzsiagvvkhwkwzt8/dr-willmar-schwabe-india-swertia-chirata-mother-tincture-q.webp"
SBL Tranquil Tablet,bottle of 450 gm Tablet,₹825,₹710,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/42ea5450-ef22-4a3d-9e49-2c110a710708/bjain-omeo-allergy-tablet.jpeg"
Bjain Omeo Ear Drop,bottle of 15 ml Ear Drop,₹55,₹47,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/gw6rew7rqspbic0v7b5k/sbl-allium-cepa-dilution-200-ch.jpg"
Dr Willmar Schwabe India Alpha - NC Tablet,bottle of 20 gm Tablet,₹198,₹160,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/s0s0ptyp2ktc7yokk2tb/bhargava-artharal-tablet.jpg"
SBL Arnica Montana Dilution 6 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/esds2az5b7xfufo0e2nc/bakson-s-worm-c-tablet.jpg"
Bjain Calendula Officinalis Mother Tincture Q,bottle of 100 ml Mother Tincture,₹195,₹176,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/prgnisrvwtxwq6spyqp3/bjain-lycopodium-clavatum-dilution-200-ch.jpg"
Bjain Urtica Urens Mother Tincture Q,bottle of 100 ml Mother Tincture,₹195,₹168,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ffxl7zfuvsub8cpbrdna/sbl-stramonium-dilution-30-ch.jpg"
SBL Glonoinum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹102,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/iguts81ghtgnl9n1sn2n/bakson-s-super-tonic.jpg"
Bakson's Rheum Aid Oil,bottle of 115 ml Oil,₹195,₹168,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/cv4vgqcl1ttscbuycklk/sbl-arnica-montana-herbal-shampoo-with-tjc.jpg"
Dr Willmar Schwabe India Chionanthus Virginica Mother Tincture Q,bottle of 30 ml Mother Tincture,₹350,₹301,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/142e3072-66bb-4393-8ca2-b45d01651baf/bjain-omeo-mouth-ulcer-tablet.jpeg"
Allen A50 H.B.P (High Blood Pressure) Drop,bottle of 30 ml Drop,₹170,₹146,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/lj9pqwuz6hhfbin0q8uu/bakson-s-biocombination-17-tablet.jpg"
Dr Willmar Schwabe India Hertone Syrup Sugar Free,bottle of 100 ml Syrup,₹220,₹204,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/symxq0jac6feuas5hvxs/dr.-reckeweg-chionanthus-v-mother-tincture-q.jpg"
Dr. Reckeweg Avena Sat Mother Tincture Q,bottle of 20 ml Mother Tincture,₹255,₹252,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/ngtg0zcyiqrcmw9gagkn/sbl-titanium-dilution-30-ch.jpg"
Dr. Reckeweg Caladium Seg Dilution CM CH,bottle of 11 ml Dilution,₹275,₹261,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/hbxdrngazui8y4qro8kq/bjain-terminalia-arjuna-mother-tincture-q.jpg"
Dr Willmar Schwabe India Ginkgo Biloba Mother Tincture Q,bottle of 30 ml Mother Tincture,₹410,₹353,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/vqxwgyeexucstltphs8a/sbl-kali-phosphoricum-biochemic-tablet-30x.jpg"
Dr Willmar Schwabe India Bio-Combination 28 (BC 28) Tablet,bottle of 550 gm Biocombination Tablet,₹745,₹651,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/ipk0hboxpqxigt8qdpj6/rxhomeo-arsenicum-album-30c-pellets.jpg"
Dr. Reckeweg Bio-Combination 10 (BC 10) Tablet,bottle of 20 gm Biocombination Tablet,₹185,₹163,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/eelkgm9lvwijd34qhouf/dr-willmar-schwabe-india-histaminum-hydrochloricum-dilution-200-ch.jpg"
Wheezal Arnica Hair N Scalp Treatment Homeopathic Medicine,bottle of 100 ml Liquid,₹120,₹103,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/i6vpnss1mvrivh2gmsfu/bjain-baryta-carbonica-dilution-30-ch.jpg"
SBL Justicia Adhatoda Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹125,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/tiqjyvitbciziux5a8xx/sbl-cimicifuga-racemosa-dilution-30-ch.jpg"
Dr. Reckeweg Opium Dilution 200 CH,bottle of 11 ml Dilution,₹160,₹152,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/sjfc0wof9djlzsz2vmwi/dr-willmar-schwabe-india-echinacea-angustifolia-tablet-1x.png"
ADEL Thiosinaminum Trituration Tablet 3X,bottle of 20 gm Trituration Tablet,₹280,₹258,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/g94p8mq3kgzbg5byw6zs/allen-a79-depression-drop.jpg"
Allen A91 Uterine Fibroids Drop,bottle of 30 ml Drop,₹170,₹153,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/n3okzw8mairngdiebseh/bjain-andrographis-paniculata-mother-tincture-q.jpg"
Dr. Reckeweg Berberis Aquif Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹264,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/cropped/mf0dkvougpe8tdpupb0w/dr.-reckeweg-kali-bichrom-dilution-200-ch.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),box of 1 Bottle,₹199,₹139,"https://onemg.gumlet.io/images/h_150,c_fit,w_150,q_auto,f_auto/bu9a8ux1aq7tqzlfeb3q/sbl-gnaphalium-polycephalum-dilution-30-ch.jpg"
Fourrts Rubor Gel,tube of 30 gm Gel,₹105,₹90,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/lpmwjyoaekagygztkou9/dr-willmar-schwabe-india-andrographis-paniculata-mother-tincture-q.jpg"
SBL Medorrhinum Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹126,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/fmidnyehmtfiqlz6tjgv/dr-willmar-schwabe-india-bio-combination-25-bc-25-tablet.jpg"
SBL Insulinum Dilution 30 CH,bottle of 30 ml Dilution,₹95,₹82,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/wxljp5wozcge8mqrihst/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 3 bottles,₹597,₹418,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/3e17e7945c2346dc8345c7c10433eb84/boericke-and-tafel-akne-sor-soap.jpg"
Medisynth Rheuma-Saj Massage Oil,bottle of 60 ml Oil,₹110,₹95,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/c3b73883a91e4f3c950fbec6c2c921a0/allen-a91-uterine-fibroids-drop.jpg"
Bakson's Hair Aid Drop Dual Pack (30ml Each),box of 2 bottles,₹215,₹206,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/m70sduiuitf8sx25kqrg/dr.-reckeweg-r26-draining-and-stimulating-drop.jpg"
Dr. Reckeweg Podophyllum Peltatum Dilution 30 CH,bottle of 11 ml Dilution,₹135,₹128,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/avkzmtdeezq5liak60or/bjain-omeo-ear-drop.png"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 2 bottles,₹398,₹279,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/otdik5ia9klxojropdr4/allen-a23-liver-and-gall-bladder-drop.jpg"
Bakson's Beepee Aid Drop,bottle of 30 ml Drop,₹160,₹138,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/i2wanc9jkkholo6q9ock/allen-s-arnica-plus-hair-vitalizer-100-ml-triofer-50-tablets-kit.jpg"
Dr Willmar Schwabe India Histaminum Hydrochloricum Dilution 200 CH,bottle of 30 ml Dilution,₹115,₹99,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/nneqfj2qryfun2wug9jy/new-life-oto-nl-ear-drop.jpg"
Dr Willmar Schwabe India Agnus Castus Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹86,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/frjgnbamyqfg0btptuk8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),combo pack of 4 bottles,₹796,₹557,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/dhrwixsqszvjkjg57bl1/repl-vigoura-5x-drop.jpg"
Haslab Nervocalm Sleep Stimulator Drop,bottle of 30 ml Drop,₹160,₹154,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ggih0ebptilya8u03cjv/dr-willmar-schwabe-india-symphytum-officinale-mother-tincture-q.jpg"
SBL Lycopodium Clavatum Dilution 1000 CH,bottle of 30 ml Dilution,₹140,₹133,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/ngp2naeljnittrxz39lf/dr-willmar-schwabe-india-daphne-indica-tablet-1x.jpg"
SBL Hypericum Perforatum Mother Tincture Q,bottle of 30 ml Mother Tincture,₹125,₹108,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/70d5e6cd9c9f4b4ab16f6d1fc08cba4c/bjain-guatteria-gaumeri-drop.jpg"
Dr. Reckeweg Chionanthus V Mother Tincture Q,bottle of 20 ml Mother Tincture,₹295,₹260,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/a8o4qzgspkbwvnjrwa7t/bjain-cephalandra-indica-mother-tincture-q.jpg"
SBL Agaricus Muscarius Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹95,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/xvdxebl08xwatszvgink/adel-43-cardinorma-drop.jpg"
Bhargava Diaboral Tablet,box of 60 tablets,₹150,₹132,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/v6zuxhanw9rptwly5z1l/sbl-jaborandi-plus-hair-oil.png"
Bjain Ginkgo Biloba Mother Tincture Q,bottle of 100 ml Mother Tincture,₹485,₹443,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/gheemvpyg8eozgvhsatv/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
Allen A19 Joint Pains Drop,bottle of 30 ml Drop,₹170,₹141,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/nfui9s2rvkktysenrruk/sbl-iodium-dilution-30-ch.jpg"
Bakson's Biocombination 6 Tablet,bottle of 250 biocombination tablets,₹120,₹106,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cfthphwn6z54or76bsw0/dr.-reckeweg-berberis-aquif-mother-tincture-q.jpg"
Dr. Reckeweg Pothos Foetida Mother Tincture Q,bottle of 20 ml Mother Tincture,₹335,₹300,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/i5pxmygnxnqpc4lbuw85/fourrts-douglas-cream.jpg"
SBL Titanium Dilution 30 CH,bottle of 30 ml Dilution,₹100,₹88,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/tbc22l3xvovjk25rsbwy/bjain-avena-sativa-mother-tincture-q.jpg"
St. George’s Nigella Sativa Mother Tincture Q,bottle of 30 ml Mother Tincture,₹205,₹195,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/ixgpq7dmzgmb23noei51/wheezal-relievo-pain-killer-oil.jpg"
Wheezal Relievo Pain Killer Oil,bottle of 60 ml Oil,₹115,₹102,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/yb8ggf7isakl9qcwswfe/hapdco-kalmegh-drop.jpg"
SBL Kali Phosphoricum Biochemic Tablet 30X,bottle of 25 gm Biochemic Tablet,₹110,₹83,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/odcj6zjgeo2rwit1stey/sbl-bio-combination-26-tablet.png"
Fourrts Douglas Cream,jar of 125 gm Cream,₹300,₹270,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/sw3iigjslpc8blwadmo8/dr-batra-s-homeo-immunity-medicine-oral-drops-30ml-each.jpg"
SBL Dibonil Tablet,bottle of 450 gm Tablet,₹825,₹710,"https://onemg.gumlet.io/images/h_150,f_auto,q_auto,c_fit,w_150/cropped/eg21rhu2uzbus44tiilp/sbl-kali-nitricum-dilution-30-ch.jpg"
